symmetric,input_dim,latent_dim,target_ratio,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,128,16,8,8.0,2,44,3.9183612,7.009832,11.578291320800778,1.4638635,1.0110716
True,128,16,8,8.0,2,45,5.9458485,7.553169,19.708075714111317,1.8237219,1.16666
False,128,16,8,8.0,2,45,4.376797,5.9410043,16.12082538604734,1.5647905,1.015508
True,128,16,8,8.0,2,46,4.3272896,10.582597,12.449507904052716,1.4823136,1.1358678
False,128,16,8,8.0,2,46,4.861209,6.257352,14.83988571166991,1.6656238,1.0193636
True,128,16,8,8.0,2,47,4.745246,7.913076,15.99954376220703,1.6004308,1.1232657
False,128,16,8,8.0,2,47,3.4246237,4.266959,10.544639968872062,1.422076,0.83672816
True,128,16,8,8.0,2,48,4.623172,10.919324,15.232664299011217,1.4977194,1.2119473
False,128,16,8,8.0,2,48,4.5494857,6.075783,14.895342636108387,1.6035928,1.0263982
True,128,16,8,8.0,2,49,5.3379345,8.083972,17.83905830383299,1.7117447,1.1772501
False,128,16,8,8.0,2,49,4.2511444,6.0662365,13.31732788085937,1.5420934,1.0074991
True,128,8,16,16.0,2,0,4.999167,5.822732,15.872528648376464,1.6851825,0.99498624
False,128,8,16,16.0,2,0,5.975384,8.772432,18.096672821044923,1.8167484,1.1473372
True,128,8,16,16.0,2,1,6.653668,15.216258,19.450675964355465,1.8475256,1.3555567
False,128,8,16,16.0,2,1,5.857259,8.094586,19.531819915771482,1.7686207,1.1193408
True,128,8,16,16.0,2,2,5.5075874,6.094094,15.89815711975097,1.7873546,1.006144
False,128,8,16,16.0,2,2,5.8069835,6.654995,19.029591369628907,1.8112465,1.100532
True,128,8,16,16.0,2,3,4.8356814,5.8267245,14.169393920898438,1.6465603,0.9879871
False,128,8,16,16.0,2,3,5.3731356,6.137603,18.371965026855467,1.7353909,0.9954467
True,128,8,16,16.0,2,4,5.2155666,6.0818524,16.904601287841793,1.7297328,1.0013146
False,128,8,16,16.0,2,4,5.371313,6.007889,16.93751602172851,1.7541084,0.9832508
True,128,8,16,16.0,2,5,4.795041,6.0551844,13.33417987823486,1.6438372,0.9589963
False,128,8,16,16.0,2,5,6.7137017,10.356482,20.293538665771468,1.898054,1.2587912
True,128,8,16,16.0,2,6,5.4333,7.571134,18.428405761718743,1.720615,1.1191641
False,128,8,16,16.0,2,6,5.439287,6.1756396,15.450389671325668,1.7637151,1.001223
True,128,8,16,16.0,2,7,5.108159,6.296114,16.344136047363275,1.7097989,1.0175292
False,128,8,16,16.0,2,7,6.123236,7.7926517,21.448957824707026,1.8391111,1.166863
True,128,8,16,16.0,2,8,5.0879083,6.2236743,18.16410140991211,1.6818696,1.0274895
False,128,8,16,16.0,2,8,5.951141,8.326749,25.551946258544913,1.7921203,1.2164412
True,128,8,16,16.0,2,9,5.3219647,7.2750683,19.87002372741694,1.6973519,1.1113544
False,128,8,16,16.0,2,9,5.917446,7.8691344,16.95420684814453,1.8021216,1.1474276
True,128,8,16,16.0,2,10,5.997357,8.386897,17.85795745849607,1.836413,1.110689
False,128,8,16,16.0,2,10,6.219121,7.825125,23.17442855834957,1.8611249,1.1526433
True,128,8,16,16.0,2,11,5.4526424,7.039212,19.0801643371582,1.7454563,1.0845199
False,128,8,16,16.0,2,11,5.272968,6.9362164,18.755728721618567,1.71815,1.0520982
True,128,8,16,16.0,2,12,5.111592,5.577523,15.673560714721669,1.710281,0.97743076
False,128,8,16,16.0,2,12,5.4887547,6.199676,16.74304237365721,1.776335,1.0312054
True,128,8,16,16.0,2,13,5.764964,10.594799,17.924456787109364,1.7612449,1.2085716
False,128,8,16,16.0,2,13,6.70063,12.960083,20.682001495361316,1.867406,1.3136495
True,128,8,16,16.0,2,14,5.115812,6.0421205,16.851299285888672,1.7067442,1.005797
False,128,8,16,16.0,2,14,4.940391,5.8115034,14.722352600097654,1.6818889,1.0006068
True,128,8,16,16.0,2,15,5.6853943,9.4604435,17.39102325439451,1.7441847,1.163771
False,128,8,16,16.0,2,15,7.3355827,11.806656,22.741956710815426,1.9977083,1.3423914
True,128,8,16,16.0,2,16,5.475019,7.890737,16.956256866455067,1.7199001,1.1550059
False,128,8,16,16.0,2,16,6.6668267,10.235755,23.3227401733398,1.8916742,1.2683477
True,128,8,16,16.0,2,17,4.588279,4.9015718,13.766638183593745,1.6271368,0.8894235
False,128,8,16,16.0,2,17,6.1195974,8.241837,20.40886917114257,1.8193473,1.1525205
True,128,8,16,16.0,2,18,5.725717,7.360614,16.918766021728512,1.7958645,1.0912533
False,128,8,16,16.0,2,18,5.818262,8.367111,18.48693008422851,1.7710681,1.1498272
True,128,8,16,16.0,2,19,5.6774635,7.20686,19.806826782226562,1.7921988,1.1220214
False,128,8,16,16.0,2,19,5.344312,6.0176015,18.33992462158202,1.7410597,1.0316743
True,128,8,16,16.0,2,20,4.9672666,5.1695194,15.040273666381829,1.6947045,0.9343923
False,128,8,16,16.0,2,20,6.9215283,9.501412,23.223483276367183,1.9342321,1.2306081
True,128,8,16,16.0,2,21,5.5583057,6.3282747,18.957842254638635,1.7952881,1.0390371
False,128,8,16,16.0,2,21,6.850086,11.975767,19.219674682617168,1.9025626,1.2837045
True,128,8,16,16.0,2,22,5.8237824,9.089105,19.38342971801753,1.7585845,1.2149292
False,128,8,16,16.0,2,22,8.125706,14.833894,27.07614822387695,2.0642717,1.4606069
True,128,8,16,16.0,2,23,6.0177627,11.706835,16.660164642333978,1.7685336,1.2452974
False,128,8,16,16.0,2,23,7.0625844,11.157959,22.7559013366699,1.968895,1.2789936
True,128,8,16,16.0,2,24,4.469146,4.72926,14.000058555603017,1.6235855,0.86460364
False,128,8,16,16.0,2,24,6.277035,9.621058,18.137236785888664,1.8766236,1.1599692
True,128,8,16,16.0,2,25,7.449441,10.528107,26.12725219726559,2.0225582,1.288839
False,128,8,16,16.0,2,25,5.3629484,6.1625485,18.391692733764646,1.7486886,1.0289944
True,128,8,16,16.0,2,26,5.603776,7.4176297,15.751564216613762,1.7671485,1.0929478
False,128,8,16,16.0,2,26,4.9448943,6.497664,16.259700393676752,1.6419117,1.0449661
True,128,8,16,16.0,2,27,5.667196,6.284185,19.211222839355433,1.8149778,1.0302753
False,128,8,16,16.0,2,27,5.552645,6.4569397,18.68311500549312,1.7816235,1.0661316
True,128,8,16,16.0,2,28,5.552614,7.1522703,20.486187744140583,1.7469771,1.0980554
False,128,8,16,16.0,2,28,6.7672405,10.280549,20.749009704589835,1.9197495,1.2534372
True,128,8,16,16.0,2,29,5.881188,6.523056,18.95997085571287,1.8484777,1.0504277
False,128,8,16,16.0,2,29,6.2497406,7.881753,22.144856643676746,1.87035,1.175348
True,128,8,16,16.0,2,30,4.8401523,5.903119,16.66436157226562,1.6476598,0.98529035
False,128,8,16,16.0,2,30,6.0902286,8.148555,22.020101928710915,1.825553,1.1445956
True,128,8,16,16.0,2,31,6.0390115,7.7417536,19.93932037353513,1.8444723,1.1263113
False,128,8,16,16.0,2,31,5.4018025,6.8517447,18.82937927246092,1.7209052,1.0776814
True,128,8,16,16.0,2,32,5.734882,7.328044,19.371993637084948,1.796334,1.0940418
False,128,8,16,16.0,2,32,6.540469,9.325969,23.964036178588866,1.8852531,1.2443254
True,128,8,16,16.0,2,33,5.457659,6.15887,16.962956047058082,1.7656783,0.98678654
False,128,8,16,16.0,2,33,5.1343403,5.7308745,15.834105300903307,1.73069,0.99485445
True,128,8,16,16.0,2,34,6.4166913,9.983634,21.192620849609323,1.8689462,1.2159293
False,128,8,16,16.0,2,34,5.1982207,6.138511,16.2580877304077,1.7159895,0.99202025
True,128,8,16,16.0,2,35,6.159119,11.6032915,17.85257987976072,1.8137017,1.2334754
False,128,8,16,16.0,2,35,5.0626965,6.586807,18.380368041992167,1.6859992,1.052383
True,128,8,16,16.0,2,36,5.3529897,6.0587068,17.503283691406242,1.7562892,1.0157503
False,128,8,16,16.0,2,36,4.9148064,5.9460883,14.282891464233398,1.6534477,0.9632142
True,128,8,16,16.0,2,37,6.2053895,8.412484,21.81923217773433,1.8460336,1.1976775
False,128,8,16,16.0,2,37,5.4471917,6.833248,19.003459167480422,1.7310344,1.0992136
True,128,8,16,16.0,2,38,5.708729,7.0730796,15.989573287963847,1.819182,1.0748736
False,128,8,16,16.0,2,38,5.154747,6.129655,16.901531600952094,1.7002015,1.0359756
True,128,8,16,16.0,2,39,5.6133704,6.705936,17.440562629699645,1.7905506,1.0763785
False,128,8,16,16.0,2,39,5.741898,7.8583555,19.18229484558105,1.7667503,1.1480254
True,128,8,16,16.0,2,40,4.9542627,6.605802,14.731663513183582,1.6779078,0.9930585
False,128,8,16,16.0,2,40,5.613716,7.4841504,20.00776748657224,1.7557743,1.1390067
True,128,8,16,16.0,2,41,6.5008254,16.228783,22.617744445800724,1.7959722,1.3755283
False,128,8,16,16.0,2,41,6.0038624,7.669792,20.38118667602536,1.8330495,1.0816611
True,128,8,16,16.0,2,42,5.9709153,8.543423,16.91769142150879,1.8238043,1.1265771
False,128,8,16,16.0,2,42,5.3969846,6.312929,17.263774108886718,1.737091,1.0729077
True,128,8,16,16.0,2,43,5.2094383,6.738131,18.913385963439868,1.6989555,1.0644288
False,128,8,16,16.0,2,43,5.38251,8.432662,16.660761070251446,1.7084064,1.1446602
True,128,8,16,16.0,2,44,5.9459543,10.32357,17.56444091796874,1.7955513,1.1658875
False,128,8,16,16.0,2,44,5.8755527,7.1944294,17.940808868408194,1.8242993,1.0954688
True,128,8,16,16.0,2,45,5.069412,6.136389,16.81999855041503,1.6927053,1.0087051
False,128,8,16,16.0,2,45,6.005492,9.027459,20.43841972351072,1.7898023,1.1956553
True,128,8,16,16.0,2,46,4.872465,5.7744803,14.644798660278305,1.6620125,0.98081523
False,128,8,16,16.0,2,46,5.8020186,8.744399,19.62895812988279,1.7658111,1.1823589
True,128,8,16,16.0,2,47,5.352463,6.9062166,16.244432830810542,1.7252454,1.0706617
False,128,8,16,16.0,2,47,5.6416993,7.68216,19.058374404907212,1.7757683,1.0934558
True,128,8,16,16.0,2,48,7.0446343,8.448181,24.73139419555664,1.9837669,1.1890306
False,128,8,16,16.0,2,48,5.855131,8.014829,21.681374359130857,1.7750691,1.1627831
True,128,8,16,16.0,2,49,5.475176,6.9816155,19.364642333984353,1.7664146,1.0921279
False,128,8,16,16.0,2,49,7.2151546,9.765369,22.758868026733392,1.9890513,1.2280692
True,128,4,32,32.0,2,0,6.9897413,9.219285,19.805296325683578,1.9723696,1.1533812
False,128,4,32,32.0,2,0,7.7752714,9.961797,24.227023315429687,2.0633197,1.2113038
True,128,4,32,32.0,2,1,5.911147,5.847717,15.462564849853502,1.8448766,0.9477068
False,128,4,32,32.0,2,1,7.219277,8.469823,22.22167968749998,2.0091019,1.1557536
True,128,4,32,32.0,2,2,9.524826,11.599924,35.91085205078121,2.309888,1.3568751
False,128,4,32,32.0,2,2,10.486734,22.316374,29.415277862548805,2.3236356,1.5902401
True,128,4,32,32.0,2,3,7.5628066,9.482169,22.147138977050776,2.0601444,1.1581669
False,128,4,32,32.0,2,3,7.4773936,9.016776,20.107614898681632,2.050757,1.1653969
True,128,4,32,32.0,2,4,6.502976,6.826212,20.155448913574197,1.9296137,1.0291785
False,128,4,32,32.0,2,4,8.1663685,9.662549,24.063701629638665,2.1650987,1.2445638
True,128,4,32,32.0,2,5,7.226371,8.831621,23.059322357177727,2.0242703,1.1453731
False,128,4,32,32.0,2,5,11.789887,16.127993,41.28166656494139,2.5745082,1.5641098
True,128,4,32,32.0,2,6,5.812916,5.8842773,16.602592468261715,1.8332793,0.94251454
False,128,4,32,32.0,2,6,8.894523,10.605209,25.793537139892575,2.239994,1.3050086
True,128,4,32,32.0,2,7,7.709088,7.6034107,24.135009765624996,2.1059327,1.1139178
False,128,4,32,32.0,2,7,10.305287,17.89187,29.42055931091308,2.3361022,1.5600711
True,128,4,32,32.0,2,8,8.153201,8.094969,24.94009170532226,2.1717718,1.1163964
False,128,4,32,32.0,2,8,6.9850254,7.9581027,22.283020401000964,1.9916961,1.102944
True,128,4,32,32.0,2,9,7.4337463,8.381725,26.448422241210924,2.0608594,1.1631644
False,128,4,32,32.0,2,9,9.622023,16.323864,31.5090148925781,2.2590177,1.4445298
True,128,4,32,32.0,2,10,8.343897,9.446318,26.15795440673828,2.204243,1.2084799
False,128,4,32,32.0,2,10,8.744982,11.268585,27.001280212402303,2.207748,1.324686
True,128,4,32,32.0,2,11,7.2989974,12.9023695,17.910301971435537,1.9274509,1.2829995
False,128,4,32,32.0,2,11,8.330854,12.573607,27.211854553222622,2.1188478,1.2912748
True,128,4,32,32.0,2,12,7.8941216,8.875977,24.556305313110343,2.1426938,1.133093
False,128,4,32,32.0,2,12,8.239061,16.950916,23.521662902832,2.0796702,1.3651103
True,128,4,32,32.0,2,13,10.133411,21.74133,28.85042114257811,2.3154125,1.5378206
False,128,4,32,32.0,2,13,7.8391423,11.279844,20.811432647705075,2.066781,1.2510884
True,128,4,32,32.0,2,14,6.612525,5.830973,17.7073432922363,1.9670672,0.90272313
False,128,4,32,32.0,2,14,7.373859,8.98784,23.389922332763643,2.0353458,1.1771789
True,128,4,32,32.0,2,15,7.7248144,9.962584,25.435747528076146,2.068878,1.1944692
False,128,4,32,32.0,2,15,10.498846,24.02658,30.989701080322227,2.272655,1.656201
True,128,4,32,32.0,2,16,7.077228,8.784932,21.50491714477538,1.9734797,1.1112849
False,128,4,32,32.0,2,16,6.6716747,9.385325,19.052554321289048,1.9206016,1.0951078
True,128,4,32,32.0,2,17,6.6756907,7.9138207,20.176350402832004,1.9289128,1.0957395
False,128,4,32,32.0,2,17,7.420881,8.666902,21.82115631103515,2.042497,1.1217878
True,128,4,32,32.0,2,18,7.498952,8.8657,23.102788543701138,2.065258,1.1570399
False,128,4,32,32.0,2,18,7.028068,10.566974,21.922103881835888,1.9524298,1.2095716
True,128,4,32,32.0,2,19,6.4074826,8.469289,17.224515533447253,1.8757697,1.099585
False,128,4,32,32.0,2,19,8.791285,13.003945,26.24843902587886,2.197008,1.3039603
True,128,4,32,32.0,2,20,8.235408,8.168965,24.995421600341782,2.1984625,1.164534
False,128,4,32,32.0,2,20,8.277977,13.008165,30.096155548095677,2.0968134,1.35821
True,128,4,32,32.0,2,21,5.4910965,5.2850637,15.246692276000973,1.7870108,0.87396353
False,128,4,32,32.0,2,21,10.760447,15.528577,32.241970062255845,2.4259603,1.524408
True,128,4,32,32.0,2,22,5.7639194,5.845101,16.20943832397461,1.8306501,0.9421432
False,128,4,32,32.0,2,22,9.903849,17.23819,33.02165374755858,2.2694204,1.5367341
True,128,4,32,32.0,2,23,6.5931787,7.279096,20.433743286132792,1.9356934,1.0608032
False,128,4,32,32.0,2,23,9.320783,12.809145,28.443429565429668,2.2638366,1.3269987
True,128,4,32,32.0,2,24,6.656879,6.862903,21.14048080444335,1.9500989,1.0384954
False,128,4,32,32.0,2,24,7.945093,9.478936,24.12855033874511,2.115532,1.2306317
True,128,4,32,32.0,2,25,9.995198,13.213386,34.4593536376953,2.3352532,1.4054277
False,128,4,32,32.0,2,25,7.5936313,10.084477,25.30031356811516,2.0393682,1.2627287
True,128,4,32,32.0,2,26,6.020757,7.3815346,18.487208557128906,1.8309236,1.0299736
False,128,4,32,32.0,2,26,8.284713,10.575749,26.62008323669432,2.1451886,1.24353
True,128,4,32,32.0,2,27,8.360314,13.248805,22.638409423828083,2.129336,1.27266
False,128,4,32,32.0,2,27,8.749632,10.63592,27.88808212280272,2.2158139,1.2994059
True,128,4,32,32.0,2,28,6.7625976,6.214553,18.321711730957027,2.004573,0.9984758
False,128,4,32,32.0,2,28,8.775997,13.949414,31.65137290954584,2.1638222,1.37834
True,128,4,32,32.0,2,29,6.593265,7.63808,17.575855255126942,1.924846,1.0403099
False,128,4,32,32.0,2,29,8.251036,10.4881,24.63366584777831,2.1553857,1.2074103
True,128,4,32,32.0,2,30,6.477969,6.2364273,19.60069007873535,1.9500706,0.9842999
False,128,4,32,32.0,2,30,8.952701,18.057142,31.049346160888664,2.1260338,1.4578242
True,128,4,32,32.0,2,31,7.9939013,8.960527,24.69550018310545,2.1215909,1.1994938
False,128,4,32,32.0,2,31,9.153258,17.506649,26.732929992675725,2.1719203,1.4627268
True,128,4,32,32.0,2,32,6.855721,8.381754,22.129571533203116,1.944098,1.1667445
False,128,4,32,32.0,2,32,7.958951,9.535575,25.979631805419878,2.1213114,1.2117064
True,128,4,32,32.0,2,33,6.7181845,7.0384293,20.64182319641108,1.9549129,1.0320191
False,128,4,32,32.0,2,33,9.345157,19.627607,29.72572555541988,2.1954744,1.49142
True,128,4,32,32.0,2,34,7.451408,9.242296,24.904464340209934,2.0427432,1.1643755
False,128,4,32,32.0,2,34,9.6505165,16.284073,30.694174957275386,2.2461903,1.4794863
True,128,4,32,32.0,2,35,6.665626,7.187506,20.928420257568337,1.9498112,1.050059
False,128,4,32,32.0,2,35,8.419016,14.048615,27.562613677978504,2.1205251,1.326951
True,128,4,32,32.0,2,36,6.922581,7.58532,19.63749847412109,1.9637439,1.064295
False,128,4,32,32.0,2,36,7.257579,11.519144,20.715675354003903,1.9661603,1.2431985
True,128,4,32,32.0,2,37,6.5366497,7.576444,20.406381988525386,1.9025825,1.0702926
False,128,4,32,32.0,2,37,10.37142,19.708149,31.61926040649413,2.2909033,1.5777097
True,128,4,32,32.0,2,38,6.8808117,9.227359,19.75825004577636,1.9614124,1.1353554
False,128,4,32,32.0,2,38,10.636494,21.743309,35.625161743164,2.3418174,1.5785795
True,128,4,32,32.0,2,39,7.6326632,8.082024,21.44053497314453,2.1110792,1.1035473
False,128,4,32,32.0,2,39,9.497228,14.007856,26.353809356689435,2.2965367,1.3810064
True,128,4,32,32.0,2,40,6.6420856,7.5279903,20.34287643432616,1.9304019,1.0609528
False,128,4,32,32.0,2,40,9.078981,15.820635,26.331243896484313,2.1833827,1.4439341
True,128,4,32,32.0,2,41,7.2978253,7.1103516,21.923381805419908,2.051259,1.0331471
False,128,4,32,32.0,2,41,7.2833967,8.455299,24.63826828002926,2.0073118,1.1230963
True,128,4,32,32.0,2,42,6.2103586,6.867123,19.393871307373008,1.8621281,1.0446634
False,128,4,32,32.0,2,42,7.9624486,9.752857,25.0603904724121,2.0980742,1.2311361
True,128,4,32,32.0,2,43,8.11208,8.391079,22.552239608764648,2.1759667,1.1551044
False,128,4,32,32.0,2,43,7.1543856,8.047903,23.86687889099121,2.025277,1.1172765
True,128,4,32,32.0,2,44,11.311065,23.268896,34.74011459350584,2.3955567,1.6837827
False,128,4,32,32.0,2,44,7.0331025,8.105159,22.154352569580066,1.9978272,1.1306146
True,128,4,32,32.0,2,45,6.8881073,7.149701,19.63432006835937,1.9937402,1.0344473
False,128,4,32,32.0,2,45,8.721508,14.33313,26.491259002685513,2.162793,1.3459119
True,128,4,32,32.0,2,46,10.292238,14.753991,32.22150688171385,2.388551,1.4553565
False,128,4,32,32.0,2,46,8.607857,11.998396,28.030813598632808,2.1727705,1.2550168
True,128,4,32,32.0,2,47,6.107724,6.845482,16.936646270751936,1.8570583,1.0269427
False,128,4,32,32.0,2,47,8.500467,11.394694,29.120268630981442,2.1718051,1.2447273
True,128,4,32,32.0,2,48,7.651448,8.901116,21.676680755615234,2.0887463,1.1293375
False,128,4,32,32.0,2,48,12.719048,35.296227,31.95618286132811,2.471206,1.881766
True,128,4,32,32.0,2,49,7.147836,6.938739,21.701134109497044,2.0395982,1.0508378
False,128,4,32,32.0,2,49,9.082187,12.628565,27.600222015380837,2.242721,1.3154314
True,256,128,2,2.0,2,0,9.481541,15.540686,31.753867149352985,2.1587305,1.5383935
False,256,128,2,2.0,2,0,8.230028,14.333282,28.409728813171334,2.0044448,1.4636915
True,256,128,2,2.0,2,1,15.933018,31.088696,63.72317371368407,2.700935,2.2462838
False,256,128,2,2.0,2,1,8.524249,14.997042,34.84708385467529,1.9647131,1.5471175
True,256,128,2,2.0,2,2,11.398477,24.902945,27.288476848602276,2.3638692,1.7559285
False,256,128,2,2.0,2,2,8.559743,12.790148,30.69107017517089,2.0595512,1.4487827
True,256,128,2,2.0,2,3,10.630831,20.55011,35.67344026565537,2.239697,1.7417291
False,256,128,2,2.0,2,3,9.453157,19.667265,32.126743698120116,2.0021694,1.6825476
True,256,128,2,2.0,2,4,8.924556,13.316706,31.361627292633038,2.1819937,1.363977
False,256,128,2,2.0,2,4,7.9981127,16.302677,23.229310894012436,1.9607297,1.4221913
True,256,128,2,2.0,2,5,12.620536,18.616505,33.99861907958983,2.6152747,1.5878829
False,256,128,2,2.0,2,5,10.183819,25.513706,44.94867820739728,2.031418,1.892166
True,256,128,2,2.0,2,6,17.377197,32.823475,64.12320785522456,2.7718906,2.1631126
False,256,128,2,2.0,2,6,9.883476,18.31336,28.921508026123007,2.178976,1.6111802
True,256,128,2,2.0,2,7,9.401408,15.183787,24.928807258605936,2.204207,1.4107652
False,256,128,2,2.0,2,7,7.843903,12.278482,34.025160980224605,1.9325702,1.3888867
True,256,128,2,2.0,2,8,18.730286,22.631044,52.269358825683575,3.3050387,1.8600689
False,256,128,2,2.0,2,8,12.89924,33.98904,46.36982517242422,2.2600493,2.1794813
True,256,128,2,2.0,2,9,19.450554,52.87134,42.136864280700685,2.8791535,2.60914
False,256,128,2,2.0,2,9,9.606193,16.893913,28.57168903350828,2.1598623,1.528261
True,256,128,2,2.0,2,10,12.857591,27.364384,40.478870010375964,2.418283,1.9490802
False,256,128,2,2.0,2,10,8.93353,16.183954,27.625185585021967,2.0840552,1.5077153
True,256,128,2,2.0,2,11,11.058352,19.840055,34.42695121765136,2.336088,1.5723056
False,256,128,2,2.0,2,11,10.746658,18.844343,41.34992818832384,2.2655332,1.7206777
True,256,128,2,2.0,2,12,7.264893,10.578193,18.16362972259521,1.9974079,1.195694
False,256,128,2,2.0,2,12,9.13014,17.235857,27.913548183441147,2.1336489,1.4990418
True,256,128,2,2.0,2,13,13.534721,36.351624,35.62092285156249,2.3769758,2.1312683
False,256,128,2,2.0,2,13,10.146198,14.065963,36.344228363037075,2.3532052,1.4595546
True,256,128,2,2.0,2,14,11.200464,20.70537,31.136437988281205,2.2945664,1.8353815
False,256,128,2,2.0,2,14,7.529881,13.857619,32.05567369461059,1.889311,1.4532874
True,256,128,2,2.0,2,15,12.081102,29.50345,36.48209972381591,2.3439207,1.9320806
False,256,128,2,2.0,2,15,10.141898,18.031252,34.61035537719722,2.2394824,1.6249923
True,256,128,2,2.0,2,16,7.950027,17.245829,22.831523036956714,1.9631009,1.4452355
False,256,128,2,2.0,2,16,8.200026,13.869633,29.245819950103655,2.0481153,1.3545305
True,256,128,2,2.0,2,17,14.665777,17.47507,41.191163063049196,2.9283388,1.4999679
False,256,128,2,2.0,2,17,6.982276,10.624057,22.491320514678947,1.8715854,1.2587303
True,256,128,2,2.0,2,18,26.079447,54.14656,74.56919784545894,3.5864115,2.6864874
False,256,128,2,2.0,2,18,22.591537,55.003082,73.55910453796372,3.106537,2.7271914
True,256,128,2,2.0,2,19,9.431527,15.070223,37.20243444442742,2.1618655,1.561569
False,256,128,2,2.0,2,19,7.2451234,13.199249,17.693684959411613,1.8928603,1.3220663
True,256,128,2,2.0,2,20,9.292318,18.574715,23.95750026702877,2.0646374,1.6618094
False,256,128,2,2.0,2,20,10.33137,22.014229,36.11323738098139,2.1829414,1.7528942
True,256,128,2,2.0,2,21,13.935988,14.081099,36.134193229675276,2.850822,1.4704071
False,256,128,2,2.0,2,21,9.459417,23.347303,28.53851346969604,1.9946792,1.7344316
True,256,128,2,2.0,2,22,27.241148,39.553783,73.97788047790526,3.850146,2.4438043
False,256,128,2,2.0,2,22,10.980005,29.58012,26.818420982360834,2.1894023,1.8421
True,256,128,2,2.0,2,23,31.320215,45.232338,61.34727935791013,4.319063,2.2807884
False,256,128,2,2.0,2,23,8.854181,18.045324,28.35707902908325,2.0576308,1.5519769
True,256,128,2,2.0,2,24,12.582643,26.341963,37.91691913604734,2.4517043,1.8774478
False,256,128,2,2.0,2,24,9.966658,18.071207,28.819618797302223,2.159897,1.6630524
True,256,128,2,2.0,2,25,12.413228,27.858555,32.19875297546387,2.4016705,1.8812327
False,256,128,2,2.0,2,25,12.368064,37.579823,32.131040763854976,2.2009504,2.1159563
True,256,128,2,2.0,2,26,8.098243,13.631859,29.322675228118893,2.001164,1.4447753
False,256,128,2,2.0,2,26,7.0098286,11.2997265,23.636903762817376,1.8873063,1.2538643
True,256,128,2,2.0,2,27,13.193177,27.116331,51.16997051239011,2.4278743,2.0585074
False,256,128,2,2.0,2,27,10.401197,18.70173,32.50214843749992,2.2533011,1.6166593
True,256,128,2,2.0,2,28,12.080044,25.688818,40.88869991302487,2.3465564,1.9264786
False,256,128,2,2.0,2,28,8.081345,17.97199,20.34623355865477,1.9310592,1.5275217
True,256,128,2,2.0,2,29,21.922642,24.819836,55.51546173095699,3.6416988,1.9131095
False,256,128,2,2.0,2,29,9.1512575,16.565182,37.874385643005326,2.0978777,1.5427748
True,256,128,2,2.0,2,30,12.06137,14.334965,34.30005092620849,2.6190193,1.5553906
False,256,128,2,2.0,2,30,8.83373,18.622297,26.2920916557312,2.0446997,1.5960826
True,256,128,2,2.0,2,31,14.092585,22.192348,44.257139778137166,2.6223485,1.9087862
False,256,128,2,2.0,2,31,9.531627,13.505314,31.97119846343994,2.2673788,1.4025115
True,256,128,2,2.0,2,32,12.27268,27.537489,50.07399158477764,2.2787585,2.0778947
False,256,128,2,2.0,2,32,9.513915,21.034508,24.302739620208733,2.0755868,1.6493021
True,256,128,2,2.0,2,33,8.510915,10.879835,26.615994167327866,2.123278,1.3180377
False,256,128,2,2.0,2,33,7.378147,12.880947,23.445464324951168,1.9064722,1.3614446
True,256,128,2,2.0,2,34,10.0928545,19.172216,30.588115310668915,2.1897264,1.6814457
False,256,128,2,2.0,2,34,9.2606,22.516434,23.167264556884728,2.0598443,1.617824
True,256,128,2,2.0,2,35,15.32233,31.435019,58.07521610260006,2.6107345,2.2150223
False,256,128,2,2.0,2,35,9.847275,24.5455,37.331399631500176,2.0375264,1.8001466
True,256,128,2,2.0,2,36,18.111334,25.591143,47.60408039093009,3.1778843,1.9238577
False,256,128,2,2.0,2,36,14.562586,42.86262,32.242636299133295,2.32424,2.3217876
True,256,128,2,2.0,2,37,7.0987244,13.201803,23.710549068450923,1.8400428,1.3152045
False,256,128,2,2.0,2,37,10.041706,24.065166,28.798920822143526,2.061816,1.7973053
True,256,128,2,2.0,2,38,14.186545,32.486317,38.430104827880854,2.5742779,2.0741491
False,256,128,2,2.0,2,38,6.763434,11.698282,17.931960201263415,1.7998708,1.3039126
True,256,128,2,2.0,2,39,10.786673,22.433409,32.230994415283206,2.2463703,1.7691915
False,256,128,2,2.0,2,39,10.784147,20.89996,38.17354907989498,2.2009556,1.7932931
True,256,128,2,2.0,2,40,8.267842,15.63352,28.20812263488762,2.0022218,1.4454732
False,256,128,2,2.0,2,40,7.3275924,12.723486,17.864041328430172,1.8853374,1.3388842
True,256,128,2,2.0,2,41,13.713974,15.628531,36.122192382812486,2.783919,1.5946639
False,256,128,2,2.0,2,41,7.27249,10.664276,24.827780055999753,1.9286773,1.2471535
True,256,128,2,2.0,2,42,11.92998,28.237583,32.21515445709228,2.3610806,1.89461
False,256,128,2,2.0,2,42,10.583248,20.209305,60.44092273712144,2.1631768,1.7813212
True,256,128,2,2.0,2,43,23.992195,20.83795,73.38156585693346,3.8519855,1.826594
False,256,128,2,2.0,2,43,7.6651664,14.063609,36.00384941101073,1.8476491,1.4924589
True,256,128,2,2.0,2,44,11.067805,22.782106,31.75242767333981,2.280406,1.798999
False,256,128,2,2.0,2,44,8.150284,9.7666855,27.27463474273681,2.1138217,1.2286996
