symmetric,encoder_macs,decoder_macs,encoder_params,decoder_params,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,9,2.0195324,15.668381,3.768229055404663,0.79961884,0.891582
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,10,1.9693481,14.731109,4.608830070495599,0.7570814,0.9105192
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,10,2.5551143,24.24934,3.881592750549312,0.7549066,1.1381325
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,11,1.4327549,6.4571524,3.6162316083908053,0.74011976,0.6919527
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,11,1.649759,8.2661915,4.401364898681639,0.76759017,0.7720838
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,12,2.0415754,15.797277,4.6051978111267085,0.76824,0.9258946
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,12,2.1635556,17.911512,3.8265213251113805,0.7609135,0.9762175
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,13,1.9868507,14.697881,4.905927371978752,0.78563565,0.8699779
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,13,1.8404759,14.954114,3.1818588733673088,0.74085677,0.879864
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,14,1.8190836,12.448631,3.4620075464248603,0.78016716,0.8273035
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,14,3.4552917,35.6771,4.934726428985593,0.84828144,1.320567
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,15,2.050449,17.235891,3.5831195116043038,0.7745456,0.9182349
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,15,3.6642764,38.77176,4.675679540634154,0.87831485,1.3924743
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,16,1.6359768,10.018121,3.437836503982543,0.7528256,0.7499284
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,16,2.6536508,22.41292,4.155148315429687,0.84611315,1.0981476
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,17,2.1888335,15.260923,4.118289518356322,0.87317187,0.9241011
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,17,1.6193596,12.815927,3.2677830457687325,0.6907277,0.836467
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,18,2.6398778,18.259708,5.897099494934079,0.9516989,0.99395955
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,18,1.4596925,7.49938,3.4911373376846293,0.72159904,0.72314996
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,19,2.6098928,19.04857,5.2865179061889584,0.89584756,1.0392153
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,19,2.1951494,21.473541,3.1512650012969914,0.71214837,1.0334382
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,20,2.0691304,14.857027,4.36510791778564,0.82800984,0.94409
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,20,3.1589825,34.115788,2.8502580881118766,0.79374504,1.2836065
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,21,1.8664477,10.292396,4.035877966880796,0.8201953,0.83555865
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,21,1.937488,16.420792,3.073648357391355,0.73911256,0.9081746
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,22,2.3375127,17.026842,5.055250597000118,0.87537915,0.95898294
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,22,3.123471,31.669706,3.655683207511901,0.7982458,1.291826
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,23,2.0204194,13.333738,4.53038625717163,0.80840915,0.88714993
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,23,2.6005213,23.302567,4.171640110015868,0.80717117,1.1005219
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,24,1.3551227,5.0713086,3.569296526908873,0.7669016,0.60927856
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,24,2.4118094,20.196865,3.849679780006405,0.81861883,1.0335304
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,25,1.4732702,8.080769,3.217536830902099,0.7519963,0.7315672
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,25,1.9048538,14.373612,3.956322932243341,0.7134327,0.92644143
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,26,1.8372658,4.9668956,5.326938104629516,0.8920326,0.7270842
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,26,2.9374545,27.334608,3.9731720924377294,0.83587605,1.2058811
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,27,4.127889,24.07092,9.647642707824698,1.272249,1.2025096
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,27,1.7979866,14.708691,3.2509157419204695,0.71142054,0.8727041
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,28,3.4693875,24.924206,6.095685338973993,1.083769,1.1725658
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,28,2.0378535,16.179382,2.970038628578183,0.7746898,0.91404176
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,29,2.1354387,4.3821836,7.023652791976925,1.0114083,0.77210385
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,29,2.1844375,15.020648,4.686842489242551,0.8601415,0.89444745
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,30,1.8258765,11.962949,3.9538233757019032,0.7833996,0.82635444
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,30,2.7340193,27.516724,3.734428215026853,0.75459456,1.1907588
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,31,1.8592404,10.999719,4.381740665435785,0.8170215,0.82431614
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,31,2.7893412,25.987612,4.168663978576658,0.8476816,1.1359274
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,32,1.7974095,12.683145,3.9552598237991243,0.7559066,0.83742404
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,32,2.2573376,19.791107,3.1940183877944923,0.78249395,0.9960776
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,33,1.36866,5.165489,3.2931527137756347,0.7637464,0.62138015
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,33,1.871836,15.892117,3.708919072151175,0.7112393,0.90575737
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,34,2.0472765,6.4500623,6.545583629608134,0.929788,0.794936
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,34,2.1073434,18.411556,3.915753865242003,0.73797613,0.9767043
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,35,1.9520767,12.711956,3.9207150459289504,0.8195137,0.83114815
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,35,2.0906608,20.06895,3.234111404418944,0.70935106,1.0043026
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,36,2.072777,16.246912,3.6583808660507184,0.79895717,0.9025158
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,36,3.0338137,26.699766,4.846655082702625,0.83532447,1.228206
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,37,1.7079298,10.371062,3.666595101356506,0.7688521,0.8102585
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,37,3.050259,30.47714,3.4054525852203366,0.78606635,1.2730424
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,38,1.6380697,5.5148973,4.775377988815304,0.8325416,0.6955851
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,38,2.8345535,22.160965,4.45476322174072,0.90274084,1.0972123
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,39,1.6370784,7.331299,4.793513393402088,0.8113869,0.70691663
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,39,2.7931075,26.103573,3.9475144624709984,0.78072876,1.1859936
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,40,1.8026484,12.896794,3.3974086999893114,0.7383225,0.85989684
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,40,2.1880794,17.51622,3.849494338035583,0.77860075,0.9731399
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,41,1.9478906,8.667045,4.840410041809075,0.9093651,0.7432875
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,41,2.4249792,21.103346,5.246703004837033,0.80486476,1.0513215
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,42,2.8159568,16.383123,7.147690248489379,1.0146669,1.0342913
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,42,2.7101595,26.808386,3.253427410125728,0.7500462,1.183616
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,43,1.6092807,6.356213,4.672866010665891,0.81669563,0.692025
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,43,1.766194,15.379737,2.467297577857971,0.68935555,0.8880771
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,44,1.2368816,2.7781947,3.3915779352188093,0.78127927,0.5590434
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,44,2.7130084,27.035034,4.045822143554681,0.78026974,1.1410382
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,45,1.9740245,8.66313,5.498006391525265,0.90121216,0.8025243
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,45,2.0763872,15.873374,3.9005840301513666,0.787939,0.9363575
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,46,2.1577945,17.576632,3.796516799926749,0.7843319,0.9550676
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,46,2.833659,30.455156,3.379203367233276,0.74003583,1.2364972
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,47,2.065451,6.077027,6.955373239517205,0.9582543,0.6982731
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,47,2.282236,22.485634,2.9309305667877124,0.7264494,1.04027
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,48,2.2956972,17.121582,4.590117025375355,0.82292473,1.0236782
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,48,1.9734737,14.447474,4.190378952026363,0.80063915,0.87425995
True,13275,13275,13456,13531,100,25,3.5714285714285716,3,49,1.8651315,10.656308,4.919483613967891,0.8193499,0.820899
False,6250,9820,6325,10023,100,25,3.5714285714285716,3,49,3.3915458,35.345345,3.4268946647644034,0.8116718,1.3214867
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,0,2.1007473,4.556318,8.163382053375232,0.9875302,0.7847486
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,0,2.3496418,19.82518,4.011194419860837,0.792083,1.0400572
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,1,1.5891843,3.189108,5.379478406906128,0.8839412,0.60745406
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,1,1.6544726,5.9682245,4.4259577751159656,0.8144667,0.72390324
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,2,1.6503841,4.0601664,5.919586372375475,0.8699831,0.67244184
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,2,2.742045,21.67741,4.866160774230943,0.89167917,1.0882312
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,3,1.6789201,5.517914,5.326612901687621,0.87200755,0.679972
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,3,1.700481,10.785631,3.566117596626281,0.73304266,0.8354112
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,4,1.7970871,11.693709,3.505964207649229,0.80117,0.79916763
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,4,1.6252315,8.502194,4.045904922485351,0.7649688,0.7362165
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,5,2.5399299,4.4001317,7.890780639648435,1.1366162,0.8055397
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,5,2.0040896,14.412989,3.7837210416793776,0.8141766,0.8538286
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,6,2.2665305,5.9668107,8.012747240066522,0.9955254,0.8317385
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,6,1.6055883,9.300843,3.904827165603633,0.75919825,0.7578937
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,7,1.6394094,3.5281498,5.542013978958128,0.8950737,0.6337345
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,7,1.6293435,11.150725,3.822534704208372,0.7413548,0.7485197
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,8,2.107312,12.8324175,5.036426448822019,0.8563345,0.86716485
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,8,2.236437,18.812115,4.875132036209106,0.7684309,1.0239748
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,9,1.7274199,7.939498,4.95108065605163,0.822037,0.7599687
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,9,2.694342,25.56115,4.045969080924981,0.8404672,1.1423291
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,10,2.3379047,6.566239,7.38393430709838,1.0290315,0.84872466
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,10,2.016123,14.011904,4.125332546234125,0.75442344,0.9450235
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,11,2.426083,18.618639,4.46359896659851,0.8710219,0.9833898
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,11,2.773264,26.241606,4.8304181098937935,0.82963747,1.1567013
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,12,1.8479698,7.695884,5.660264825820921,0.8952566,0.7589562
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,12,1.4315145,9.026115,2.887907099723815,0.71510714,0.7139741
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,13,1.8758248,12.154555,4.503828239440909,0.80673325,0.8335257
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,13,3.5764453,35.527527,4.829239320755001,0.89153796,1.3289243
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,14,2.401486,11.389229,5.898391914367666,0.99956995,0.8597754
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,14,2.000543,15.8093405,3.0642119646072357,0.7526005,0.93409353
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,15,1.6662616,9.257564,3.6905950784683226,0.7895123,0.7483312
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,15,1.6837559,12.826165,3.2988535404205304,0.7077114,0.8231797
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,16,1.9445164,9.102584,5.6776081562042195,0.8703841,0.81008923
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,16,1.8425536,11.815693,4.270510530471799,0.7790998,0.8590846
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,17,1.7561042,6.317165,5.095752477645859,0.8686449,0.7305097
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,17,2.1231532,15.508519,4.136678647994993,0.86311126,0.9234388
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,18,1.7411745,8.5755415,4.429664039611811,0.8387794,0.7733699
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,18,2.2189605,16.933119,4.674601840972896,0.83253354,0.9344304
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,19,1.9149865,6.8742704,5.891783666610701,0.89932424,0.7281441
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,19,2.689359,25.90162,3.207460665702818,0.78413725,1.1446486
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,20,1.7273984,4.9808025,4.777137565612786,0.8501719,0.7285811
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,20,1.848436,14.679661,3.0265477418899516,0.75786495,0.8721083
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,21,2.0797424,3.9805107,7.274387598037717,0.9825568,0.74678904
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,21,1.8254308,8.271699,6.193735170364364,0.80525625,0.7976318
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,22,1.9384606,8.883793,4.751848554611205,0.8702009,0.8408081
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,22,1.6598383,12.919932,2.7022471904754632,0.7039871,0.834778
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,23,1.591287,8.206882,3.7504500627517676,0.79530895,0.71042603
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,23,2.0450199,19.621233,2.87439875602722,0.71388793,0.98164636
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,24,1.6702635,8.448461,3.6954405546188354,0.8069056,0.7327079
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,24,1.9926358,15.004548,3.773935651779173,0.7865667,0.85152847
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,25,1.584501,8.968451,3.310776209831236,0.7869095,0.7062409
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,25,2.7554467,27.168102,3.6365127086639397,0.76966316,1.1763905
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,26,1.7871199,5.9147224,4.389614248275756,0.8937233,0.7438809
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,26,1.6750565,13.037219,3.3092505693435625,0.7265669,0.82397056
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,27,1.4221627,2.226295,4.979892301559444,0.84018695,0.5986888
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,27,1.4985602,9.164723,3.027591228485107,0.7239731,0.6916443
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,28,2.0199447,4.618098,6.562255859374997,0.9919941,0.7009481
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,28,1.5572573,10.869361,3.1265793085098226,0.7236631,0.76858383
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,29,1.4333138,5.776966,3.5058108806610093,0.77428794,0.654152
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,29,2.0154815,12.391586,5.190083265304564,0.8506014,0.86314803
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,30,1.8279282,11.211013,4.26434998512268,0.8044027,0.83485687
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,30,2.5193372,18.287928,4.437351703643798,0.91226465,0.9832514
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,31,1.626722,6.580213,4.48907766342162,0.838181,0.6833525
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,31,2.330015,16.131987,4.46228733062744,0.8769711,0.9370657
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,32,1.9065733,7.7644496,5.246199369430535,0.90516305,0.77877647
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,32,1.326156,5.873787,3.8713275194168064,0.7103591,0.6663062
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,33,1.4241351,4.8960333,4.025278520584107,0.81499773,0.5994662
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,33,3.222636,26.127756,5.702771377563475,0.902644,1.2394122
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,34,2.6218717,13.1064005,7.345229768753033,1.0074625,0.90868294
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,34,1.8964401,11.4544525,3.691123580932614,0.7888866,0.85875744
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,35,1.4904684,6.358497,3.6467638492584133,0.8092976,0.66174734
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,35,2.3889573,21.073217,4.131994009017942,0.8027883,1.0289531
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,36,2.1534452,11.521704,4.075183153152464,0.9055332,0.8618832
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,36,1.7886037,9.874131,3.9707833766937206,0.7773929,0.82534784
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,37,2.152011,7.9493136,6.019524765014647,0.97420174,0.77907264
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,37,3.0752926,30.665922,4.098719906806938,0.8276154,1.2419944
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,38,1.5178622,5.9357,4.142635679244994,0.8187003,0.6408984
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,38,1.517316,12.0128,2.490324807167051,0.68867654,0.7519863
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,39,2.1074169,5.223684,6.856686687469476,0.972221,0.8109179
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,39,1.8723637,12.842752,4.543813610076902,0.775923,0.8431305
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,40,1.7532362,10.206132,4.176684856414795,0.79671586,0.7914171
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,40,3.5357049,21.057177,7.905119132995599,1.1435171,1.0959368
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,41,3.3288786,16.756746,9.049652290344238,1.1511801,1.028613
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,41,1.3736106,8.344252,2.7834402322769143,0.67261726,0.70557487
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,42,1.7728633,8.187488,5.4847577571868875,0.84211266,0.73800826
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,42,2.2716339,20.844622,3.528515338897697,0.77714473,0.9893516
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,43,1.7743407,8.278444,3.9217314481735217,0.84066266,0.7646843
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,43,2.87884,26.497229,4.235797262191772,0.8010682,1.1985831
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,44,1.8594476,10.633043,4.746288943290681,0.80638194,0.8303438
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,44,1.4887402,9.956174,3.2150688886642373,0.6979542,0.7422481
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,45,3.1442049,16.39858,7.4712260723113975,1.0836983,1.0750417
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,45,2.1797118,18.280663,3.98973114490509,0.797153,0.9652614
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,46,1.6993982,3.913364,6.239860200881957,0.8995622,0.6658908
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,46,1.9323455,16.94339,3.312180733680721,0.708399,0.92093974
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,47,1.5119077,3.1363976,5.097134160995483,0.84132266,0.65173227
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,47,1.374145,5.2172966,3.7860735177993763,0.7503433,0.6324208
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,48,2.2134714,10.493033,5.62439670562744,0.9489016,0.8474958
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,48,1.9665723,12.463202,4.597422361373897,0.786964,0.9029393
True,16717,16717,16952,17027,100,25,3.5714285714285716,4,49,1.9906987,7.01258,4.980609607696532,0.9328533,0.74318975
False,6250,13275,6325,13531,100,25,3.5714285714285716,4,49,4.581888,37.71061,9.742181968688953,1.1311792,1.4405062
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,0,1.8413422,3.6679115,6.490287876129144,0.94317365,0.7250038
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,0,1.9632759,14.554091,3.723422598838804,0.7503235,0.9058241
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,1,2.2737699,6.534402,6.354016113281236,0.9811503,0.84125435
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,1,2.3129141,14.582166,5.512981748580931,0.892528,0.89296424
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,2,2.739617,9.289884,8.30015954971313,1.1079113,0.9019131
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,2,1.8469952,10.770932,4.344673776626579,0.7990306,0.812138
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,3,1.8160632,4.545003,5.366942691802978,0.9383041,0.65989393
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,3,1.7607573,11.7455015,3.3848377943038925,0.77510166,0.8230812
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,4,1.7003618,7.0063014,4.189515590667724,0.8738119,0.6930564
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,4,2.1218164,12.9990425,5.110939168930044,0.8696224,0.853069
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,5,1.632773,6.394944,4.861162281036375,0.83607256,0.6879736
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,5,1.7725195,11.14468,4.451327705383292,0.7722035,0.82141876
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,6,2.0823662,4.714026,6.949433994293201,0.993333,0.7424421
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,6,1.6910895,12.831335,3.0231241941452,0.7280823,0.80708325
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,7,1.5195496,2.3076506,5.166629457473753,0.87532157,0.5675919
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,7,2.041502,6.4269404,6.417279148101793,0.9032573,0.8366695
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,8,2.0818331,11.131876,4.973933601379394,0.9043585,0.84130794
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,8,2.040681,16.055222,3.7228840589523267,0.7700978,0.92510664
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,9,2.1770644,7.441631,6.3859456539153925,0.9786827,0.82572013
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,9,1.791284,13.246472,3.339672660827635,0.7559349,0.85179466
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,10,2.017105,8.068107,5.586007690429687,0.927291,0.7754216
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,10,1.7292844,11.709692,3.5309761285781813,0.78161156,0.79601014
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,11,1.8193365,5.9447265,6.311828231811522,0.89844203,0.72001344
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,11,2.912657,19.821575,6.435610866546629,0.9400897,1.1163391
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,12,1.5956936,5.2165937,4.303182172775266,0.85061896,0.66278124
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,12,1.7844378,12.895606,3.473556828498839,0.7568773,0.82929707
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,13,1.8431436,6.4516816,6.834728240966788,0.8813641,0.73736435
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,13,1.676671,8.613741,4.651703000068647,0.8155991,0.7371801
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,14,1.9897201,8.513596,5.066734266281127,0.912758,0.7314861
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,14,2.4651515,23.00697,3.629443216323852,0.8074578,1.049187
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,15,1.6755952,4.814808,5.161795234680169,0.87508786,0.6669968
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,15,1.6132023,11.277923,3.224009537696836,0.710379,0.79946727
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,16,1.8542995,3.5742166,4.989861488342277,0.9681069,0.62969184
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,16,2.749392,22.766953,4.89161639213562,0.8952242,1.0759093
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,17,2.8740861,6.842669,9.442989826202385,1.1464475,0.902725
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,17,2.2549696,18.674484,3.3357429504394513,0.74803334,1.0119853
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,18,2.3725512,9.015065,6.494447183609007,0.9902051,0.8688769
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,18,1.51035,9.077877,3.307289910316453,0.72337496,0.7374903
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,19,1.9250811,6.934742,5.2611135005950915,0.9298037,0.72729963
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,19,1.6890827,10.820387,4.022156929969781,0.7570194,0.8091307
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,20,2.2225847,5.359904,6.70466637611389,1.0225354,0.78661686
False,9820,13275,9948,13531,100,25,3.5714285714285716,5,20,3.026294,27.141438,5.996577596664404,0.8798963,1.215039
True,20042,20042,20330,20405,100,25,3.5714285714285716,5,21,1.66783,9.057068,3.7399742126464837,0.8037061,0.7438983
