symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
True,256,2,128.0,2,44,27.590677,49.163822,72.53628082275385,3.8507142,2.485189
False,256,2,128.0,2,44,38.906708,107.859375,57.74416503906248,4.2549763,3.2691035
True,256,2,128.0,2,45,43.93523,59.033325,97.96864776611326,4.889352,2.7244925
False,256,2,128.0,2,45,38.927975,70.42287,109.9545227050781,4.444346,2.9138417
True,256,2,128.0,2,46,35.036156,101.546906,103.65228538513152,3.935494,3.3863826
False,256,2,128.0,2,46,55.192978,261.17374,66.93711929321275,4.489703,4.6490774
True,256,2,128.0,2,47,24.157232,44.279453,64.3669040679931,3.5294135,2.3852057
False,256,2,128.0,2,47,36.08907,104.62633,58.27042026519774,3.982096,3.2897325
True,256,2,128.0,2,48,27.08509,68.96968,58.23697929382324,3.485867,2.8752542
False,256,2,128.0,2,48,34.872925,83.70156,73.21137428283683,4.0708165,2.992302
True,256,2,128.0,2,49,23.662342,27.217093,62.56796741485589,3.705287,2.0054572
False,256,2,128.0,2,49,39.298946,111.93759,55.913018417358366,4.174786,3.4066129
True,256,4,64.0,2,0,35.313583,95.83587,81.44612007141104,3.8905487,3.4460077
False,256,4,64.0,2,0,28.660172,92.780685,59.73934249877923,3.31284,3.2778485
True,256,4,64.0,2,1,16.228697,36.68435,38.40572109222409,2.8995275,1.9629924
False,256,4,64.0,2,1,23.729265,69.88409,63.22550697326655,3.105059,2.9046052
True,256,4,64.0,2,2,27.844227,68.49605,66.86377201080312,3.6879895,2.8133783
False,256,4,64.0,2,2,25.31809,68.73209,76.48940277099608,3.258061,2.9480593
True,256,4,64.0,2,3,18.821577,18.82448,56.022703742980895,3.3166907,1.7560786
False,256,4,64.0,2,3,24.988276,72.08615,60.71810417175292,3.177257,3.0062501
True,256,4,64.0,2,4,24.925068,70.56017,52.82320613861079,3.2876267,2.8763406
False,256,4,64.0,2,4,33.759274,117.5595,80.0912746429442,3.5967999,3.6543083
True,256,4,64.0,2,5,14.530682,17.51231,47.57393360137937,2.8566728,1.5880138
False,256,4,64.0,2,5,38.060944,174.7014,89.7175312042232,3.524176,4.098643
True,256,4,64.0,2,6,24.488003,54.705822,55.302612876892056,3.3961525,2.6357782
