method,window,k,ratio,compressed_bits,theoretical_bits,mse,mae,input_dim
rice_golomb,0,6,3.9498553519768564,1037,1037,8.689938e-12,2.3767352e-06,128
rice_golomb,1,6,3.8280373831775703,1070,1070,3.0633274e-12,1.4901161e-06,128
rice_golomb,2,4,5.0257668711656445,815,815,2.2915003e-13,2.8684735e-07,128
rice_golomb,3,6,4.1001001001001,999,999,1.1510792e-12,8.34465e-07,128
rice_golomb,4,6,3.9844357976653697,1028,1028,1.3073986e-12,7.748604e-07,128
rice_golomb,5,6,4.051434223541048,1011,1011,4.3477444e-12,1.7238781e-06,128
rice_golomb,6,6,3.9613152804642167,1034,1034,2.9061198e-12,1.0952353e-06,128
rice_golomb,7,5,4.22703818369453,969,969,2.4709124e-12,1.3448298e-06,128
rice_golomb,8,6,4.149949341438703,987,987,4.618528e-13,4.3958426e-07,128
rice_golomb,9,5,4.437703141928494,923,923,9.243231e-13,7.634517e-07,128
rice_golomb,10,6,3.9844357976653697,1028,1028,2.4158453e-12,1.1473894e-06,128
rice_golomb,11,5,4.1924257932446265,977,977,7.5395246e-13,4.945323e-07,128
rice_golomb,12,4,5.178255372945639,791,791,4.400924e-13,5.7555735e-07,128
rice_golomb,13,6,4.047430830039525,1012,1012,1.1958878e-11,2.7474016e-06,128
rice_golomb,14,6,3.8824644549763034,1055,1055,1.5205615e-12,8.791685e-07,128
rice_golomb,15,7,3.6604110813226094,1119,1119,9.023893e-13,5.5879354e-07,128
rice_golomb,16,5,4.8530805687203795,844,844,9.316992e-13,6.7800283e-07,128
rice_golomb,17,6,4.145748987854251,988,988,3.587164e-11,5.075708e-06,128
rice_golomb,18,6,3.8751182592242195,1057,1057,1.463718e-12,9.536743e-07,128
rice_golomb,19,6,4.083748753738783,1003,1003,3.7658765e-13,4.246831e-07,128
rice_golomb,20,5,4.6811428571428575,875,875,6.927792e-14,1.2293458e-07,128
rice_golomb,21,6,3.957487922705314,1035,1035,5.133671e-13,3.9115548e-07,128
rice_golomb,22,6,3.934678194044188,1041,1041,4.902745e-13,3.2037497e-07,128
rice_golomb,23,6,3.900952380952381,1050,1050,4.03233e-13,3.1664968e-07,128
rice_golomb,24,6,4.108324974924774,997,997,7.7182705e-13,6.593764e-07,128
rice_golomb,25,5,4.235780765253361,967,967,5.551115e-13,4.954636e-07,128
rice_golomb,26,6,4.133198789101917,991,991,3.932521e-12,1.6791746e-06,128
rice_golomb,27,6,4.079681274900398,1004,1004,1.2043699e-12,7.8976154e-07,128
rice_golomb,28,6,4.108324974924774,997,997,3.2898129e-12,1.4081597e-06,128
rice_golomb,29,6,4.108324974924774,997,997,7.0754513e-13,5.8393925e-07,128
rice_golomb,30,6,4.075621890547263,1005,1005,3.9808157e-12,1.6652048e-06,128
rice_golomb,31,6,4.063492063492063,1008,1008,3.1652458e-13,4.3120235e-07,128
rice_golomb,32,6,3.7820867959372113,1083,1083,2.633449e-13,3.8556755e-07,128
rice_golomb,33,6,3.7996289424860854,1078,1078,6.8922645e-13,4.6938658e-07,128
rice_golomb,34,5,4.591928251121076,892,892,5.4289906e-14,1.3690442e-07,128
rice_golomb,35,5,4.3760683760683765,936,936,4.316547e-13,3.2410026e-07,128
rice_golomb,36,6,3.9384615384615387,1040,1040,1.3358203e-12,7.8976154e-07,128
rice_golomb,37,6,4.091908091908092,1001,1001,1.1652901e-12,5.438924e-07,128
rice_golomb,38,6,4.059464816650149,1009,1009,1.3145041e-12,8.419156e-07,128
rice_golomb,39,6,4.137373737373737,990,990,1.2407853e-12,8.381903e-07,128
rice_golomb,40,6,3.8751182592242195,1057,1057,3.3235636e-12,1.4491379e-06,128
rice_golomb,41,6,4.096,1000,1000,1.1409623e-13,2.111774e-07,128
rice_golomb,42,6,3.8352059925093633,1068,1068,4.455103e-12,1.9297004e-06,128
rice_golomb,43,5,4.432900432900433,924,924,3.4305891e-13,4.6938658e-07,128
rice_golomb,44,5,4.437703141928494,923,923,3.410605e-13,4.172325e-07,128
rice_golomb,45,6,3.9844357976653697,1028,1028,9.592327e-13,5.438924e-07,128
rice_golomb,46,6,4.011753183153771,1021,1021,3.0375702e-13,2.1979213e-07,128
rice_golomb,47,6,4.015686274509804,1020,1020,1.5845103e-12,8.2701445e-07,128
rice_golomb,48,5,4.476502732240437,915,915,2.503206e-13,3.3597462e-07,128
rice_golomb,49,5,4.612612612612613,888,888,2.3869795e-13,3.2410026e-07,128
rice_golomb,50,6,4.108324974924774,997,997,4.1779913e-12,1.6987324e-06,128
rice_golomb,51,5,4.380748663101604,935,935,6.290107e-14,1.6833656e-07,128
rice_golomb,52,6,4.027531956735497,1017,1017,1.2931878e-12,8.34465e-07,128
rice_golomb,53,6,3.8751182592242195,1057,1057,1.2789769e-12,7.8976154e-07,128
rice_golomb,54,6,3.7961075069508805,1079,1079,1.2434498e-12,7.674098e-07,128
rice_golomb,55,4,4.946859903381642,828,828,1.9506619e-13,3.2875687e-07,128
rice_golomb,56,5,4.316122233930453,949,949,6.7679196e-13,7.0407987e-07,128
rice_golomb,57,6,4.1924257932446265,977,977,8.881784e-13,6.3329935e-07,128
rice_golomb,58,6,3.9960975609756098,1025,1025,5.1691984e-13,4.3958426e-07,128
rice_golomb,59,6,3.9844357976653697,1028,1028,1.0729195e-12,7.5250864e-07,128
rice_golomb,60,6,4.108324974924774,997,997,2.5828228e-12,1.3560057e-06,128
rice_golomb,61,5,4.7297921478060045,866,866,8.890111e-14,2.2118911e-07,128
rice_golomb,62,6,3.988315481986368,1027,1027,6.8567374e-13,4.3958426e-07,128
rice_golomb,63,6,4.22703818369453,969,969,5.022649e-13,5.3457916e-07,128
rice_golomb,64,6,4.063492063492063,1008,1008,6.157297e-13,5.9232116e-07,128
